,DBN,year,Q1_funding_sources,Q2_label,Q3_label,Unnamed,school_name,grade,category,number_tested,mean_scale_score,level_1,level_1_1,level_2,level_2_1,level_3,level_3_1,level_4,level_4_1,level_3_4,level_3_4_1
1826,27Q223,2018,0,insufficient,same,27Q223All Grades2018All Students,P.S. 223 LYNDON B. JOHNSON,All Grades,All Students,250,594.9879761,63.0,25.20000076,108.0,43.20000076,67.0,26.79999924,12.0,4.8000001910000005,79.0,31.60000038
1827,27Q226,2018,2,insufficient,same,27Q226All Grades2018All Students,J.H.S. 226 VIRGIL I. GRISSOM,All Grades,All Students,890,595.0022583,287.0,32.24719238,302.0,33.93258286,197.0,22.13483238,104.0,11.68539333,301.0,33.82022476
1828,27Q232,2018,1,insufficient,same,27Q232All Grades2018All Students,P.S. 232 LINDENWOOD,All Grades,All Students,657,608.2055054,69.0,10.5022831,173.0,26.3318119,238.0,36.225265500000006,177.0,26.940639500000003,415.0,63.165905
1829,27Q253,2018,1,insufficient,decreased,27Q253All Grades2018All Students,P.S. 253,All Grades,All Students,268,589.6790771000001,106.0,39.55223846,100.0,37.3134346,53.0,19.77611923,9.0,3.358208895,62.0,23.13432884
1830,27Q254,2018,1,sufficient,increased,27Q254All Grades2018All Students,P.S. 254 - THE ROSA PARKS SCHOOL,All Grades,All Students,287,600.5540161,57.0,19.86062813,104.0,36.23693466,99.0,34.49477386,27.0,9.407665253,126.0,43.90243912
1831,27Q262,2018,0,insufficient,same,27Q262All Grades2018All Students,CHANNEL VIEW SCHOOL FOR RESEARCH,All Grades,All Students,357,603.7282715,42.0,11.76470566,130.0,36.41456604,123.0,34.45378113,62.0,17.36694717,185.0,51.8207283
1832,27Q273,2018,4,insufficient,same,27Q273All Grades2018All Students,P.S. 273,All Grades,All Students,152,598.4605102999999,36.0,23.68420982,58.0,38.15789413,44.0,28.94736862,14.0,9.210526466000001,58.0,38.15789413
1833,27Q282,2018,4,sufficient,increased,27Q282All Grades2018All Students,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,All Grades,All Students,261,602.1762695,44.0,16.85823822,80.0,30.65134048,99.0,37.93103409,38.0,14.55938721,137.0,52.4904213
1834,27Q297,2018,2,sufficient,decreased,27Q297All Grades2018All Students,HAWTREE CREEK MIDDLE SCHOOL,All Grades,All Students,341,600.4076537999999,70.0,20.52785873,117.0,34.31085205,96.0,28.15249252,58.0,17.008798600000002,154.0,45.16128922
1835,27Q306,2018,1,insufficient,same,27Q306All Grades2018All Students,NEW YORK CITY ACADEMY FOR DISCOVERY,All Grades,All Students,184,597.2825928,47.0,25.54347801,73.0,39.67391205,50.0,27.17391396,14.0,7.608695507,64.0,34.78260803
1836,27Q309,2018,2,insufficient,increased,27Q309All Grades2018All Students,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCH,All Grades,All Students,210,593.9285888999999,72.0,34.285713200000004,75.0,35.7142868,43.0,20.47619057,20.0,9.523809433,63.0,30.0
1837,27Q316,2018,0,sufficient,increased,27Q316All Grades2018All Students,QUEENS EXPLORERS ELEMENTARY SCHOOL,All Grades,All Students,62,604.4838867000001,2.0,3.225806475,26.0,41.93548203,30.0,48.38709641,4.0,6.451612948999999,34.0,54.83871078
1838,27Q317,2018,3,sufficient,increased,27Q317All Grades2018All Students,WATERSIDE CHILDREN'S STUDIO SCHOOL,All Grades,All Students,220,600.75,46.0,20.90909004,73.0,33.18181992,77.0,35.0,24.0,10.909091,101.0,45.90909195
1839,27Q318,2018,1,insufficient,decreased,27Q318All Grades2018All Students,WATERSIDE SCHOOL FOR LEADERSHIP,All Grades,All Students,219,596.2145996,58.0,26.48401833,92.0,42.00913239,49.0,22.3744297,20.0,9.13242054,69.0,31.50684929
1840,27Q319,2018,0,insufficient,decreased,27Q319All Grades2018All Students,VILLAGE ACADEMY,All Grades,All Students,354,591.6016846,132.0,37.28813553,139.0,39.26553726,62.0,17.51412392,21.0,5.932203293,83.0,23.44632721
1841,27Q323,2018,5,sufficient,same,27Q323All Grades2018All Students,SCHOLARS' ACADEMY,All Grades,All Students,671,622.6483154,7.0,1.04321909,36.0,5.36512661,191.0,28.46497726,437.0,65.12667847,628.0,93.59165192
1842,27Q333,2018,1,sufficient,same,27Q333All Grades2018All Students,GOLDIE MAPLE ACADEMY,All Grades,All Students,226,599.5132446,42.0,18.58407021,91.0,40.26548767,70.0,30.97345161,23.0,10.17699146,93.0,41.15044403
1843,27Q362,2018,0,sufficient,same,27Q362All Grades2018All Students,WAVE PREPARATORY ELEMENTARY SCHOOL,All Grades,All Students,247,605.072876,44.0,17.81376457,69.0,27.93522263,89.0,36.03238678,45.0,18.21862411,134.0,54.25101089
1844,28Q008,2018,1,sufficient,same,28Q008All Grades2018All Students,J.H.S. 008 RICHARD S. GROSSLEY,All Grades,All Students,307,593.5244141,105.0,34.20195389,105.0,34.20195389,71.0,23.12703514,26.0,8.469055176,97.0,31.59609032
1845,28Q040,2018,1,insufficient,increased,28Q040All Grades2018All Students,P.S. 040 SAMUEL HUNTINGTON,All Grades,All Students,244,593.6311646,81.0,33.19672012,88.0,36.06557465,57.0,23.36065483,18.0,7.377048969,75.0,30.73770523
1846,28Q048,2018,0,insufficient,same,28Q048All Grades2018All Students,P.S. 048 WILLIAM WORDSWORTH,All Grades,All Students,256,598.5195312999999,55.0,21.484375,96.0,37.5,83.0,32.421875,22.0,8.59375,105.0,41.015625
1847,28Q050,2018,1,insufficient,decreased,28Q050All Grades2018All Students,P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL,All Grades,All Students,343,603.763855,70.0,20.40816307,98.0,28.5714283,104.0,30.32069969,71.0,20.69970894,175.0,51.02040863
1848,28Q054,2018,1,insufficient,same,28Q054All Grades2018All Students,P.S. 054 HILLSIDE,All Grades,All Students,285,598.8210449,71.0,24.91228104,98.0,34.38596344,87.0,30.52631569,29.0,10.17543888,116.0,40.70175552
1849,28Q055,2018,3,insufficient,same,28Q055All Grades2018All Students,P.S. 055 MAURE,All Grades,All Students,214,601.1027832000001,44.0,20.56074715,67.0,31.30841064,72.0,33.64485931,31.0,14.48598099,103.0,48.130840299999996
1850,28Q072,2018,2,insufficient,same,28Q072All Grades2018All Students,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,All Grades,All Students,342,589.9561157,147.0,42.98245621,121.0,35.38011551,53.0,15.49707603,21.0,6.140350819,74.0,21.63742638
1851,28Q080,2018,1,insufficient,same,28Q080All Grades2018All Students,PS 80  THE THURGOOD MARSHALL MAGNET SCHOOL OF MULT,All Grades,All Students,243,596.9177246,62.0,25.51440239,96.0,39.50617218,66.0,27.16049385,19.0,7.818930149,85.0,34.97942352
1852,28Q082,2018,2,insufficient,same,28Q082All Grades2018All Students,P.S. 082 HAMMOND,All Grades,All Students,321,597.5762938999999,94.0,29.28348923,99.0,30.84112167,92.0,28.66043663,36.0,11.21495342,128.0,39.8753891
1853,28Q086,2018,1,insufficient,decreased,28Q086All Grades2018All Students,P.S. Q086,All Grades,All Students,505,601.2435912999999,117.0,23.16831589,146.0,28.91089058,162.0,32.07920837,80.0,15.84158421,242.0,47.92079163
1854,28Q099,2018,2,insufficient,same,28Q099All Grades2018All Students,P.S. 099 KEW GARDENS,All Grades,All Students,420,607.3928833,67.0,15.95238113,90.0,21.4285717,143.0,34.04761887,120.0,28.5714283,263.0,62.61904907
1855,28Q101,2018,1,insufficient,same,28Q101All Grades2018All Students,P.S. 101 SCHOOL IN THE GARDENS,All Grades,All Students,270,617.9740601,15.0,5.555555344,45.0,16.66666603,88.0,32.59259415,122.0,45.18518448,210.0,77.77777863
1856,28Q117,2018,2,insufficient,same,28Q117All Grades2018All Students,P.S. 117 J. KELD / BRIARWOOD SCHOOL,All Grades,All Students,447,601.3064575,84.0,18.79194641,153.0,34.22818756,141.0,31.54362488,69.0,15.43624115,210.0,46.97986603
1857,28Q121,2018,1,sufficient,same,28Q121All Grades2018All Students,P.S. 121 QUEENS,All Grades,All Students,472,607.7288208,59.0,12.5,132.0,27.966102600000003,174.0,36.86440659,107.0,22.66949081,281.0,59.533897399999994
1858,28Q139,2018,2,insufficient,decreased,28Q139All Grades2018All Students,P.S. 139 REGO PARK,All Grades,All Students,335,603.3582153,60.0,17.91044807,97.0,28.95522308,119.0,35.52238846,59.0,17.61194038,178.0,53.13432693
1859,28Q140,2018,3,insufficient,same,28Q140All Grades2018All Students,P.S. 140 EDWARD K ELLINGTON,All Grades,All Students,108,605.2963257,15.0,13.88888931,32.0,29.62962914,46.0,42.59259415,15.0,13.88888931,61.0,56.48147964
1860,28Q144,2018,3,sufficient,same,28Q144All Grades2018All Students,P.S. 144 COL JEROMUS REMSEN,All Grades,All Students,361,612.0941772000001,37.0,10.24930763,73.0,20.22160721,140.0,38.78116226,111.0,30.7479229,251.0,69.52908325
1861,28Q157,2018,3,insufficient,same,28Q157All Grades2018All Students,J.H.S. 157 STEPHEN A. HALSEY,All Grades,All Students,1406,609.6287231000001,204.0,14.50924587,284.0,20.19914627,356.0,25.32005692,562.0,39.97154999,918.0,65.29161072
1862,28Q160,2018,2,insufficient,decreased,28Q160All Grades2018All Students,P.S. 160 WALTER FRANCIS BISHOP,All Grades,All Students,286,595.8846436000001,85.0,29.72027969,111.0,38.81118774,73.0,25.5244751,17.0,5.944056034,90.0,31.46853065
1863,28Q161,2018,2,insufficient,same,28Q161All Grades2018All Students,P.S. 161 ARTHUR ASHE SCHOOL,All Grades,All Students,307,606.7654418999999,35.0,11.40065193,94.0,30.61889267,119.0,38.76221466,59.0,19.21824074,178.0,57.98045731
1864,28Q167,2018,1,sufficient,same,28Q167All Grades2018All Students,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,All Grades,All Students,345,601.3826293999999,62.0,17.97101402,125.0,36.231884,98.0,28.40579796,60.0,17.39130402,158.0,45.79710007
1865,28Q174,2018,6,sufficient,decreased,28Q174All Grades2018All Students,P.S. 174 WILLIAM SIDNEY MOUNT,All Grades,All Students,296,610.5101318,32.0,10.81081104,68.0,22.97297287,109.0,36.82432556,87.0,29.39189148,196.0,66.21621704
1866,28Q175,2018,2,insufficient,decreased,28Q175All Grades2018All Students,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,All Grades,All Students,339,602.0088501,58.0,17.10914421,124.0,36.57817078,108.0,31.85840797,49.0,14.45427704,157.0,46.31268311
1867,28Q182,2018,1,insufficient,same,28Q182All Grades2018All Students,P.S. 182 SAMANTHA SMITH,All Grades,All Students,376,598.6063843,87.0,23.13829803,144.0,38.29787064,110.0,29.2553196,35.0,9.30851078,145.0,38.56383133
1868,28Q190,2018,0,insufficient,decreased,28Q190All Grades2018All Students,J.H.S. 190 RUSSELL SAGE,All Grades,All Students,968,609.2737427000001,133.0,13.7396698,219.0,22.62396622,261.0,26.96281052,355.0,36.67355347,616.0,63.63636398
1869,28Q196,2018,2,insufficient,same,28Q196All Grades2018All Students,P.S. 196 GRAND CENTRAL PARKWAY,All Grades,All Students,379,623.5699463,6.0,1.583113432,24.0,6.332453728,157.0,41.42480087,192.0,50.65962982,349.0,92.08443451
1870,28Q206,2018,1,na,same,28Q206All Grades2018All Students,P.S. 206 THE HORACE HARDING SCHOOL,All Grades,All Students,253,596.9802246,67.0,26.48221397,80.0,31.62055397,87.0,34.38735199,19.0,7.509881496,106.0,41.89723206
1871,28Q217,2018,4,insufficient,same,28Q217All Grades2018All Students,J.H.S. 217 ROBERT A. VAN WYCK,All Grades,All Students,1544,599.4015502999999,419.0,27.13730621,447.0,28.95077705,379.0,24.54663277,299.0,19.36528587,678.0,43.91191864
1872,28Q220,2018,0,insufficient,increased,28Q220All Grades2018All Students,P.S. 220 EDWARD MANDEL,All Grades,All Students,314,602.4554443,84.0,26.75159264,84.0,26.75159264,78.0,24.840765,68.0,21.65605164,146.0,46.49681473
1873,28Q284,2018,4,insufficient,same,28Q284All Grades2018All Students,YORK EARLY COLLEGE ACADEMY,All Grades,All Students,278,610.3740845,21.0,7.553956985,66.0,23.74100685,100.0,35.97122192,91.0,32.73381424,191.0,68.70503235
1874,28Q287,2018,1,insufficient,decreased,28Q287All Grades2018All Students,THE EMERSON SCHOOL,All Grades,All Students,337,592.4094848999999,123.0,36.49851608,131.0,38.87240219,63.0,18.69436264,20.0,5.934718132,83.0,24.62907982
1875,28Q303,2018,3,insufficient,same,28Q303All Grades2018All Students,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,All Grades,All Students,35,628.0285644999999,0.0,0.0,1.0,2.857142925,16.0,45.7142868,18.0,51.42856979,34.0,97.14286041
1876,28Q310,2018,2,sufficient,decreased,28Q310All Grades2018All Students,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,All Grades,All Students,237,602.1054687999999,43.0,18.14345932,70.0,29.53586578,76.0,32.0675087,48.0,20.25316429,124.0,52.3206749
1877,28Q312,2018,2,insufficient,same,28Q312All Grades2018All Students,JAMAICA CHILDREN'S SCHOOL,All Grades,All Students,31,599.7741699,4.0,12.9032259,10.0,32.25806427,16.0,51.61290359,1.0,3.225806475,17.0,54.83871078
1878,28Q332,2018,3,insufficient,same,28Q332All Grades2018All Students,REDWOOD MIDDLE SCHOOL,All Grades,All Students,285,594.1403809,91.0,31.92982483,112.0,39.29824448,63.0,22.10526276,19.0,6.666666508,82.0,28.77193069
1879,28Q354,2018,1,insufficient,decreased,28Q354All Grades2018All Students,THE JERMAINE L. GREEN STEM INSTITUTE OF QUEENS,All Grades,All Students,226,595.3274536,72.0,31.85840797,82.0,36.28318405,63.0,27.87610626,9.0,3.982300997,72.0,31.85840797
1880,28Q358,2018,1,sufficient,increased,28Q358All Grades2018All Students,M.S. 358,All Grades,All Students,362,596.6933594,95.0,26.24309349,134.0,37.01657486,85.0,23.4806633,48.0,13.25966835,133.0,36.74032974
1881,28Q680,2018,0,insufficient,decreased,28Q680All Grades2018All Students,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,All Grades,All Students,265,624.9962158,3.0,1.1320754290000001,16.0,6.037735939,51.0,19.24528313,195.0,73.58490753,246.0,92.83018494
1882,28Q896,2018,1,sufficient,increased,28Q896All Grades2018All Students,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",All Grades,All Students,226,616.7212524,7.0,3.097345114,27.0,11.94690228,80.0,35.39823151,112.0,49.55752182,192.0,84.95574951
1883,29Q015,2018,1,sufficient,same,29Q015All Grades2018All Students,P.S. 015 JACKIE ROBINSON,All Grades,All Students,203,596.7241211,55.0,27.093595500000003,78.0,38.42364502,53.0,26.10837364,17.0,8.374383926,70.0,34.48275757
1884,29Q033,2018,0,insufficient,decreased,29Q033All Grades2018All Students,P.S. 033 EDWARD M. FUNK,All Grades,All Students,443,602.9932251,70.0,15.80135441,146.0,32.95711136,165.0,37.24604797,62.0,13.99548531,227.0,51.24153519
1885,29Q034,2018,0,insufficient,same,29Q034All Grades2018All Students,P.S. 034 JOHN HARVARD,All Grades,All Students,264,600.1780396,71.0,26.89393997,80.0,30.30303001,68.0,25.75757599,45.0,17.04545403,113.0,42.80303192
1886,29Q035,2018,1,insufficient,decreased,29Q035All Grades2018All Students,P.S. 035 NATHANIEL WOODHULL,All Grades,All Students,284,597.7147827,64.0,22.53521156,118.0,41.54929733,79.0,27.81690216,23.0,8.098591805,102.0,35.91549301
1887,29Q036,2018,1,insufficient,decreased,29Q036All Grades2018All Students,P.S. 036 SAINT ALBANS SCHOOL,All Grades,All Students,211,596.5450438999999,50.0,23.69668198,93.0,44.07582855,54.0,25.59241676,14.0,6.635071278,68.0,32.22748947
1888,29Q037,2018,3,insufficient,same,29Q037All Grades2018All Students,CYNTHIA JENKINS SCHOOL,All Grades,All Students,217,591.3640747000001,76.0,35.02304077,83.0,38.24884796,46.0,21.19815636,12.0,5.529953957000001,58.0,26.72811127
1889,29Q038,2018,1,insufficient,same,29Q038All Grades2018All Students,P.S. 038 ROSEDALE,All Grades,All Students,125,603.815979,15.0,12.0,51.0,40.79999924,38.0,30.39999962,21.0,16.79999924,59.0,47.20000076
1890,29Q052,2018,0,insufficient,same,29Q052All Grades2018All Students,P.S. 052 QUEENS,All Grades,All Students,202,594.9603882,73.0,36.13861465,60.0,29.702970500000003,50.0,24.75247574,19.0,9.40594101,69.0,34.15841675
1891,29Q095,2018,2,insufficient,same,29Q095All Grades2018All Students,P.S. 095 EASTWOOD,All Grades,All Students,598,607.4498291,71.0,11.87290955,182.0,30.43478203,198.0,33.11036682,147.0,24.5819397,345.0,57.69230652
1892,29Q109,2018,1,insufficient,same,29Q109All Grades2018All Students,JEAN NUZZI INTERMEDIATE SCHOOL,All Grades,All Students,1045,600.6966553,247.0,23.63636398,317.0,30.33492851,283.0,27.08133888,198.0,18.94736862,481.0,46.02870941
1893,29Q116,2018,2,insufficient,same,29Q116All Grades2018All Students,P.S./I.S. 116 WILLIAM C. HUGHLEY,All Grades,All Students,422,591.8791504,141.0,33.412323,178.0,42.18009567,73.0,17.29857826,30.0,7.109004973999999,103.0,24.40758324
1894,29Q118,2018,0,insufficient,increased,29Q118All Grades2018All Students,P.S. 118 LORRAINE HANSBERRY,All Grades,All Students,207,598.1256103999999,53.0,25.60386467,76.0,36.71497726,62.0,29.95169067,16.0,7.729468822,78.0,37.68115997
1895,29Q131,2018,1,insufficient,same,29Q131All Grades2018All Students,P.S. 131 ABIGAIL ADAMS,All Grades,All Students,427,612.3770752,26.0,6.088993072999999,100.0,23.4192028,177.0,41.45199203,124.0,29.03981209,301.0,70.49180603
1896,29Q132,2018,1,insufficient,decreased,29Q132All Grades2018All Students,P.S. 132 RALPH BUNCHE,All Grades,All Students,147,599.5782471,37.0,25.17006874,44.0,29.931972499999997,43.0,29.25170135,23.0,15.64625835,66.0,44.89796066
1897,29Q134,2018,1,sufficient,same,29Q134All Grades2018All Students,P.S. 134 HOLLIS,All Grades,All Students,160,595.6937256,44.0,27.5,65.0,40.625,39.0,24.375,12.0,7.5,51.0,31.875
1898,29Q135,2018,3,insufficient,same,29Q135All Grades2018All Students,THE BELLAIRE SCHOOL,All Grades,All Students,434,600.4608154,81.0,18.6635952,163.0,37.55760193,139.0,32.02764893,51.0,11.75115204,190.0,43.77880096
1899,29Q136,2018,2,insufficient,same,29Q136All Grades2018All Students,P.S. 136 ROY WILKINS,All Grades,All Students,278,597.3057251,79.0,28.41726685,91.0,32.73381424,80.0,28.77697754,28.0,10.07194233,108.0,38.84892273
1900,29Q138,2018,0,sufficient,increased,29Q138All Grades2018All Students,P.S./M.S. 138 SUNRISE,All Grades,All Students,488,595.875,139.0,28.48360634,183.0,37.5,131.0,26.84426308,35.0,7.172131062,166.0,34.01639175
1901,29Q147,2018,2,insufficient,decreased,29Q147All Grades2018All Students,P.S./M.S. 147 RONALD MCNAIR,All Grades,All Students,388,594.6314697,123.0,31.70103073,145.0,37.37113571,86.0,22.16494751,34.0,8.762887001000001,120.0,30.92783546
1902,29Q156,2018,0,insufficient,same,29Q156All Grades2018All Students,P.S. 156 LAURELTON,All Grades,All Students,126,595.1904907,32.0,25.39682579,62.0,49.20634842,22.0,17.46031761,10.0,7.936507702,32.0,25.39682579
1903,29Q176,2018,3,insufficient,increased,29Q176All Grades2018All Students,P.S. 176 CAMBRIA HEIGHTS,All Grades,All Students,327,608.8807373,46.0,14.06727791,83.0,25.38226318,114.0,34.8623848,84.0,25.68807411,198.0,60.550456999999994
1904,29Q181,2018,1,insufficient,same,29Q181All Grades2018All Students,P.S. 181 BROOKFIELD,All Grades,All Students,143,602.4265747000001,29.0,20.27972031,41.0,28.6713295,55.0,38.46154022,18.0,12.58741283,73.0,51.0489502
1905,29Q192,2018,3,insufficient,same,29Q192All Grades2018All Students,I.S. 192 THE LINDEN,All Grades,All Students,481,592.9105835,173.0,35.96673584,166.0,34.51143265,101.0,20.99792099,41.0,8.523908615,142.0,29.52182961
1906,29Q195,2018,1,insufficient,same,29Q195All Grades2018All Students,P.S. 195 WILLIAM HABERLE,All Grades,All Students,247,595.8502197,61.0,24.69635582,104.0,42.10526276,63.0,25.506073,19.0,7.692307472,82.0,33.19837952
1907,29Q208,2018,3,insufficient,decreased,29Q208All Grades2018All Students,P.S./I.S. 208,All Grades,All Students,506,606.1936646,70.0,13.833992000000002,151.0,29.84189796,182.0,35.96837997,103.0,20.35573196,285.0,56.32411194
1908,29Q238,2018,2,insufficient,same,29Q238All Grades2018All Students,I.S. 238 - SUSAN B. ANTHONY ACADEMY,All Grades,All Students,1301,594.475769,427.0,32.82090759,454.0,34.8962326,284.0,21.82936287,136.0,10.45349693,420.0,32.2828598
1909,29Q251,2018,0,insufficient,decreased,29Q251All Grades2018All Students,P.S. 251 QUEENS,All Grades,All Students,156,601.833313,25.0,16.02564049,63.0,40.38461685,49.0,31.41025734,19.0,12.17948723,68.0,43.58974457
1910,29Q259,2018,0,sufficient,same,29Q259All Grades2018All Students,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOA,All Grades,All Students,226,600.5,45.0,19.91150475,81.0,35.84070969,67.0,29.64601707,33.0,14.60176945,100.0,44.24778748
1911,29Q268,2018,2,insufficient,decreased,29Q268All Grades2018All Students,P.S./I.S. 268,All Grades,All Students,383,602.5535278,62.0,16.18799019,140.0,36.55352402,115.0,30.0261097,66.0,17.232376100000003,181.0,47.25848389
1912,29Q270,2018,0,sufficient,same,29Q270All Grades2018All Students,THE GORDON PARKS SCHOOL,All Grades,All Students,548,600.9598388999999,108.0,19.70802879,188.0,34.30656815,181.0,33.02919769,71.0,12.95620441,252.0,45.98540115
1913,29Q283,2018,1,insufficient,same,29Q283All Grades2018All Students,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD S,All Grades,All Students,172,604.1802368,21.0,12.20930195,55.0,31.976743699999997,66.0,38.3720932,30.0,17.441860199999997,96.0,55.813953399999995
1914,29Q289,2018,1,insufficient,same,29Q289All Grades2018All Students,QUEENS UNITED MIDDLE SCHOOL,All Grades,All Students,182,593.8021851,59.0,32.41758347,75.0,41.20878983,27.0,14.83516502,21.0,11.53846169,48.0,26.37362671
1915,29Q295,2018,2,insufficient,same,29Q295All Grades2018All Students,P.S./I.S. 295,All Grades,All Students,286,608.6748047,24.0,8.391608238,88.0,30.76922989,94.0,32.86713409,80.0,27.97202873,174.0,60.83916092
1916,29Q355,2018,2,sufficient,same,29Q355All Grades2018All Students,COLLABORATIVE ARTS MIDDLE SCHOOL,All Grades,All Students,277,592.3068847999999,95.0,34.29602814,109.0,39.35018158,51.0,18.41155243,22.0,7.942238331,73.0,26.35379028
1917,29Q356,2018,3,insufficient,decreased,29Q356All Grades2018All Students,COMMUNITY VOICES MIDDLE SCHOOL,All Grades,All Students,298,592.7047119,109.0,36.57718277,109.0,36.57718277,51.0,17.11409378,29.0,9.731543541,80.0,26.84563828
1918,30Q002,2018,3,insufficient,same,30Q002All Grades2018All Students,P.S. 002 ALFRED ZIMBERG,All Grades,All Students,294,611.1904907,27.0,9.183673858999999,74.0,25.17006874,100.0,34.01360703,93.0,31.63265228,193.0,65.64625549
1919,30Q010,2018,0,insufficient,same,30Q010All Grades2018All Students,I.S. 010 HORACE GREELEY,All Grades,All Students,692,602.4508667,116.0,16.76300621,225.0,32.51445007,213.0,30.78034592,138.0,19.94219589,351.0,50.72254181
1920,30Q011,2018,4,insufficient,same,30Q011All Grades2018All Students,P.S. 011 KATHRYN PHELAN,All Grades,All Students,636,604.5141602000001,121.0,19.02515793,160.0,25.15723228,204.0,32.07546997,151.0,23.74213791,355.0,55.81761169
1921,30Q017,2018,2,insufficient,same,30Q017All Grades2018All Students,P.S. 017 HENRY DAVID THOREAU,All Grades,All Students,225,597.2711182,47.0,20.88888931,100.0,44.44444275,58.0,25.77777863,20.0,8.888889313,78.0,34.66666794
1922,30Q069,2018,7,insufficient,decreased,30Q069All Grades2018All Students,P.S. 069 JACKSON HEIGHTS,All Grades,All Students,517,608.1411743,50.0,9.671179771,138.0,26.6924572,220.0,42.55319214,109.0,21.08317184,329.0,63.63636398
1923,30Q070,2018,1,sufficient,increased,30Q070All Grades2018All Students,P.S. 070,All Grades,All Students,371,605.4743652000001,61.0,16.44204903,97.0,26.14555168,155.0,41.77897644,58.0,15.63342285,213.0,57.41239929
1924,30Q076,2018,1,insufficient,increased,30Q076All Grades2018All Students,P.S. 076 WILLIAM HALLET,All Grades,All Students,187,594.1550903,58.0,31.01604271,67.0,35.8288765,53.0,28.3422451,9.0,4.812834263,62.0,33.15507889
1925,30Q078,2018,1,insufficient,same,30Q078All Grades2018All Students,P.S./I.S. 78Q,All Grades,All Students,317,612.4700317,16.0,5.0473184589999995,67.0,21.13564682,140.0,44.16403961,94.0,29.65299606,234.0,73.81703186
1926,30Q084,2018,3,insufficient,decreased,30Q084All Grades2018All Students,P.S. 084 STEINWAY,All Grades,All Students,98,611.6326293999999,11.0,11.22449017,18.0,18.36734772,38.0,38.77550888,31.0,31.63265228,69.0,70.40816498
1927,30Q085,2018,1,insufficient,decreased,30Q085All Grades2018All Students,P.S. 085 JUDGE CHARLES VALLONE,All Grades,All Students,284,611.1831055,39.0,13.73239422,60.0,21.12676048,91.0,32.0422554,94.0,33.09859085,185.0,65.14084625
1928,30Q092,2018,1,sufficient,increased,30Q092All Grades2018All Students,P.S. 092 HARRY T. STEWART SR.,All Grades,All Students,384,596.8411255,88.0,22.91666603,162.0,42.1875,112.0,29.16666603,22.0,5.729166508,134.0,34.89583206
1929,30Q111,2018,2,abundant,same,30Q111All Grades2018All Students,P.S. 111 JACOB BLACKWELL,All Grades,All Students,141,584.9219971,75.0,53.19149017,49.0,34.75177383,13.0,9.21985817,4.0,2.836879492,17.0,12.0567379
1930,30Q112,2018,2,insufficient,same,30Q112All Grades2018All Students,P.S. 112 DUTCH KILLS,All Grades,All Students,205,598.1609497000001,59.0,28.78048706,68.0,33.17073059,52.0,25.36585426,26.0,12.68292713,78.0,38.04878235
1931,30Q122,2018,5,insufficient,decreased,30Q122All Grades2018All Students,P.S. 122 MAMIE FAY,All Grades,All Students,792,619.1427002,59.0,7.449494839,110.0,13.88888931,208.0,26.26262665,415.0,52.39899063,623.0,78.66161346
1932,30Q126,2018,2,insufficient,decreased,30Q126All Grades2018All Students,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING AR,All Grades,All Students,642,601.4423828,165.0,25.70093536,175.0,27.25856781,143.0,22.27414322,159.0,24.76635551,302.0,47.04049683
1933,30Q127,2018,2,insufficient,increased,30Q127All Grades2018All Students,P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL,All Grades,All Students,792,599.4835815,187.0,23.61111069,284.0,35.85858536,212.0,26.76767731,109.0,13.76262665,321.0,40.53030396
1934,30Q141,2018,1,insufficient,same,30Q141All Grades2018All Students,I.S. 141 THE STEINWAY,All Grades,All Students,1080,610.0712891,112.0,10.37036991,250.0,23.14814758,317.0,29.35185242,401.0,37.12963104,718.0,66.48148346
1935,30Q145,2018,2,sufficient,same,30Q145All Grades2018All Students,I.S. 145 JOSEPH PULITZER,All Grades,All Students,1586,599.1463012999999,364.0,22.95081902,571.0,36.00252151,402.0,25.34678459,249.0,15.69987392,651.0,41.04665756
1936,30Q148,2018,1,na,same,30Q148All Grades2018All Students,P.S. 148 QUEENS,All Grades,All Students,422,596.2488403,113.0,26.77725029,161.0,38.1516571,125.0,29.62085342,23.0,5.4502367970000005,148.0,35.0710907
1937,30Q149,2018,2,insufficient,same,30Q149All Grades2018All Students,P.S. 149 CHRISTA MCAULIFFE,All Grades,All Students,605,599.4033203,130.0,21.48760414,224.0,37.02479172,193.0,31.9008255,58.0,9.586776732999999,251.0,41.48760223
